"","Yorf","WT1pre","WT2pre","WT3pre","WT1post","WT2post","WT3post","gene","desc"
"4385","YMR219W",2592,2888,1977,3836,2996,3870,"ESC1","Protein involved in telomeric silencing; required for quiescent cell telomere hypercluster localization at nuclear membrane vicinity; interacts with PAD4-domain of Sir4p"
"4386","YMR220W",2508,1914,1291,1531,1200,1674,"ERG8","Phosphomevalonate kinase; an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate"
"4387","YMR221C",1560,1642,1058,922,901,1041,"FMP42","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy"
"4388","YMR222C",919,692,482,849,851,879,"FSH2","Putative serine hydrolase that localizes to the cytoplasm; sequence is similar to S. cerevisiae Fsh1p and Fsh3p and the human candidate tumor suppressor OVCA2"
"4389","YMR223W",974,927,617,619,530,677,"UBP8","Ubiquitin-specific protease component of the SAGA acetylation complex; required for SAGA (Spt-Ada-Gcn5-Acetyltransferase)-mediated deubiquitination of histone H2B"
"4390","YMR224C",618,661,461,716,649,928,"MRE11","Nuclease subunit of the MRX complex with Rad50p and Xrs2p; complex functions in repair of DNA double-strand breaks and in telomere stability; Mre11p associates with Ser/Thr-rich ORFs in premeiotic phase; nuclease activity required for MRX function; widely conserved; forms nuclear foci upon DNA replication stress"
"4391","YMR225C",349,236,140,215,176,220,"MRPL44","Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress"
"4392","YMR226C",6950,4880,3429,3361,2640,3454,"","NADP(+)-dependent serine dehydrogenase and carbonyl reductase; acts on serine, L-allo-threonine, and other 3-hydroxy acids; green fluorescent protein fusion protein localizes to the cytoplasm and nucleus; may interact with ribosomes, based on co-purification experiments"
"4393","YMR227C",457,408,241,316,350,369,"TAF7","TFIID subunit (67 kDa); involved in RNA polymerase II transcription initiation"
"4394","YMR228W",504,355,250,393,262,369,"MTF1","Mitochondrial RNA polymerase specificity factor; has structural similarity to S-adenosylmethionine-dependent methyltransferases and functional similarity to bacterial sigma-factors; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex, enhancing DNA bending and melting to facilitate pre-initiation open complex formation"
"4395","YMR229C",23138,26252,16300,3313,2430,3409,"RRP5","RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress"
"4396","YMR230W",11845,9550,6235,2826,2274,2879,"RPS10B","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10B has a paralog, RPS10A, that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia"
"4397","YMR230W-A",70,55,38,13,6,9,"","Putative protein of unknown function"
"4398","YMR231W",1488,1521,1123,1488,1384,1827,"PEP5","Histone E3 ligase, component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones"
"4399","YMR232W",347,431,362,115,138,124,"FUS2","Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p"
"4400","YMR233W",357,363,206,272,307,280,"TRI1","Non-essential sumoylated protein of unknown function; similar to components of human SWI/SNF complex including SMRD3; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, nucleus and nucleolus; TRI1 has a paralog, UAF30, that arose from the whole genome duplication"
"4401","YMR234W",641,604,373,457,391,514,"RNH1","Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I."
"4402","YMR235C",5730,5468,3507,2530,2425,2780,"RNA1","GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport"
"4403","YMR236W",1147,829,554,484,343,605,"TAF9","Subunit (17 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3"
"4404","YMR237W",4115,3971,2793,3890,3338,4415,"BCH1","Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p, Bch2p, Bud7p, and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; interacts selectively with the activated, GTP-bound form of Arf1p; may interact with ribosomes; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress"
"4405","YMR238W",2245,1535,1080,1102,819,1246,"DFG5","Putative mannosidase; essential glycosylphosphatidylinositol (GPI)-anchored membrane protein required for cell wall biogenesis in bud formation, involved in filamentous growth, homologous to Dcw1p"
"4406","YMR239C",909,984,611,264,219,276,"RNT1","Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription, rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response, regulating the degradation of cell wall integrity and morphogenesis checkpoint genes"
"4407","YMR240C",367,401,239,449,445,500,"CUS1","Protein required for assembly of U2 snRNP into the spliceosome; forms a complex with Hsh49p and Hsh155p"
"4408","YMR241W",5778,4958,3293,1122,1159,1321,"YHM2","Citrate and oxoglutarate carrier protein; exports citrate from and imports oxoglutarate into the mitochondrion, causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome"
"4409","YMR242C",43508,32637,21487,11202,7904,10986,"RPL20A","Ribosomal 60S subunit protein L20A; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20A has a paralog, RPL20B, that arose from the whole genome duplication"
"4410","YMR242W-A",0,1,1,0,2,0,"","Putative protein of unknown function"
"4411","YMR243C",6151,5801,3721,3544,2796,3872,"ZRC1","Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog, COT1, that arose from the whole genome duplication"
"4412","YMR244C-A",446,339,201,376,335,364,"COA6","Protein involved in cytochrome c oxidase (Complex IV) assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress"
"4413","YMR244W",65,69,42,24,41,56,"","Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole"
"4414","YMR246W",19350,19342,11550,9501,7195,9142,"FAA4","Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1, ACSL1, 3, 4, 5, 6, SLC27A2, or 4"
"4415","YMR247C",3864,3732,2731,2594,2320,3104,"RKR1","RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin, mutations in which reported to cause neurodegeneration"
"4416","YMR247W-A",13,14,11,53,51,60,"","Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole"
"4417","YMR250W",985,1009,676,9265,8083,8860,"GAD1","Glutamate decarboxylase; converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress"
"4418","YMR251W",495,227,217,998,539,906,"GTO3","Omega class glutathione transferase; putative cytosolic localization"
"4419","YMR251W-A",875,671,498,3417,2871,4068,"HOR7","Protein of unknown function; overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p; transcription is induced under hyperosmotic stress and repressed by alpha factor; HOR7 has a paralog, DDR2, that arose from the whole genome duplication"
"4420","YMR252C",210,202,149,469,406,512,"","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YMR252C is not an essential gene"
"4421","YMR253C",418,332,287,986,980,1227,"","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene"
"4422","YMR255W",787,594,452,1184,1036,1243,"GFD1","Coiled-coiled protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; protein abundance increases in response to DNA replication stress"
"4423","YMR256C",193,143,124,193,215,318,"COX7","Subunit VII of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain"
"4424","YMR257C",1019,822,707,1110,892,1093,"PET111","Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane"
"4425","YMR258C",1701,1294,1024,1823,1556,2240,"ROY1","GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p"
"4426","YMR259C",3004,3103,2119,1017,853,1160,"TRM732","Protein involved in 2'-O-methylation of C32 of substrate tRNAs; interacts with 2'-O-ribose methyltransferase Trm7p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; non-essential gene; yeast null mutant can be functionally complemented by human THADA, mutations in which have been implicated in epithelial thyroid adenomas, type 2 diabetes, and polycystic ovary syndrome (PCOS)"
"4427","YMR260C",10079,6570,4560,2450,1868,2534,"TIF11","Translation initiation factor eIF1A; essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3"
"4428","YMR261C",4489,4749,3253,15363,12940,16136,"TPS3","Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog, TSL1, that arose from the whole genome duplication"
