"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc"
"4997","YOL105C",1055.54247252228,0.0449003006406102,0.115711062645765,0.388038097775204,0.697987840281097,0.887729913463039,"WSC3","Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity; involved in response to heat shock and other stressors; regulates 1,3-beta-glucan synthesis; WSC3 has a paralog, WSC2, that arose from the whole genome duplication"
"4998","YOL107W",291.414381559643,0.0891963072598022,0.140676475973999,0.634052755744948,0.526046393548082,0.796249610735454,"","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and colocalizes in a punctate pattern with the early golgi/COPI vesicles; YOL107W is not an essential protein"
"4999","YOL108C",131.725742801088,-0.397080258536186,0.24807629679188,-1.60063764120645,0.1094572001527,0.444794970773483,"INO4","Transcription factor involved in phospholipid synthesis; required for derepression of inositol-choline-regulated genes involved in phospholipid synthesis; forms a complex, with Ino2p, that binds the inositol-choline-responsive element through a basic helix-loop-helix domain"
"5000","YOL109W",12328.7852839031,-0.0362414499855695,0.0934206484305693,-0.387938326209589,0.698061674659099,0.887729913463039,"ZEO1","Peripheral membrane protein of the plasma membrane; interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria"
"5001","YOL110W",583.3182629895,0.261258573295363,0.118719812771866,2.20063161485439,0.0277621135906731,0.2370054056742,"SHR5","Palmitoyltransferase subunit; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization; Palmitoyltransferase is composed of Shr5p and Erf2"
"5002","YOL111C",1225.34709951994,-0.0537704677999104,0.0861074553136362,-0.624457749959719,0.532327008990378,0.798141201865558,"MDY2","Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Get4p; required for efficient mating; involved in shmoo formation and nuclear migration in the pre-zygote; associates with ribosomes"
"5003","YOL112W",562.865868829315,-0.0473449606965556,0.107697337281497,-0.439611246588263,0.660218693738392,0.870073908812019,"MSB4","GTPase-activating protein of the Ras superfamily; acts primarily on Sec4p, localizes to the bud site and bud tip; msb3 msb4 double mutation causes defects in secretion and actin organization; similar to the TBC-domain Tre2 oncogene; MSB4 has a paralog, MSB3, that arose from the whole genome duplication; human homolog USP6NL can complement yeast msb3 msb4 double null mutant"
"5004","YOL113W",1029.58701020557,-0.00464722175252055,0.13204510973605,-0.0351941981176741,0.971924888598284,0.992233894292733,"SKM1","Member of the PAK family of serine/threonine protein kinases; similar to Ste20p; involved in down-regulation of sterol uptake; proposed to be a downstream effector of Cdc42p during polarized growth; SKM1 has a paralog, CLA4, that arose from the whole genome duplication"
"5005","YOL114C",84.5555306553765,-0.509102864362754,0.236965766585851,-2.14842368033911,0.0316801132731885,NA,"PTH4","Protein similar to the human peptidyl-tRNA hydrolase gene ICT1; associates with mitochondrial large subunit; may function in translation termination; YOL114C is not an essential gene"
"5006","YOL115W",1262.74813025961,-0.0804523806447164,0.117738770564012,-0.683312559315168,0.494409359705647,0.779452371773658,"PAP2","Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of TRAMP; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; required for mRNA surveillance and maintenance of genome integrity, serving as a link between RNA and DNA metabolism; overlapping but non-redundant functions with Trf5p; relocalizes to cytosol in response to hypoxia"
"5007","YOL116W",1405.77514521674,-0.239163993519962,0.102550615581595,-2.33215561080342,0.0196925064045292,0.195987325645076,"MSN1","Transcriptional activator; involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus; relative distribution to the nucleus increases upon DNA replication stress"
"5008","YOL117W",1310.55579505245,-0.440692826175616,0.168211909342675,-2.61986697551749,0.00879640723081782,0.128863100938934,"RRI2","Subunit of the COP9 signalosome (CSN) complex; this complex cleaves the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; plays a role in the mating pheromone response"
"5009","YOL119C",1867.39099846311,0.291782747938542,0.109634592475112,2.6614113424536,0.00778138301979418,0.119446427484637,"MCH4","Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport"
"5010","YOL120C",35897.2853649296,-0.0420184742453663,0.087011464718377,-0.482907331595487,0.629161535843983,0.85209232478761,"RPL18A","Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication"
"5011","YOL121C",11599.5495657681,-0.138750274823654,0.0975792764118558,-1.42192358793507,0.155048434726527,0.506514060204749,"RPS19A","Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19A has a paralog, RPS19B, that arose from the whole genome duplication"
"5012","YOL122C",1449.06452522727,0.554779514998752,0.103061772597939,5.38298052725175,7.32624666437421e-08,1.02079036856947e-05,"SMF1","Divalent metal ion transporter; broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins"
"5013","YOL123W",9237.75239286694,0.0274835118747669,0.108690493625578,0.252860309655446,0.8003761612332,0.929499857440454,"HRP1","Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences; required for genome stability"
"5014","YOL124C",1218.97537510255,-0.0461506242403436,0.100320604024187,-0.460031363340046,0.645493708666616,0.862669162049777,"TRM11","Catalytic subunit of adoMet-dependent tRNA methyltransferase complex; required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain; another complex member is Trm112p"
"5015","YOL125W",1030.80715228801,0.127897454859908,0.100089700674003,1.27782832797629,0.20130996371658,0.556135405610522,"TRM13","2'-O-methyltransferase; responsible for modification of tRNA at position 4; C-terminal domain has similarity to Rossmann-fold (RFM) superfamily of RNA methyltransferases"
"5016","YOL126C",1227.11204416018,0.00196891619342703,0.113127406798058,0.0174044137415941,0.986113988032983,0.996572810174693,"MDH2","Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1"
"5017","YOL127W",34350.701211355,-0.0829887630696653,0.118589172892662,-0.699800504931258,0.484051899384547,0.773174021533107,"RPL25","Ribosomal 60S subunit protein L25; primary rRNA-binding ribosomal protein component of large ribosomal subunit; binds to 25S rRNA via a conserved C-terminal motif; homologous to mammalian ribosomal protein L23A and bacterial L23"
"5018","YOL128C",203.319665978719,0.163583195647317,0.191245464495892,0.855357255548567,0.392353399500237,0.712821254725607,"YGK3","Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p, Rim11p, Mrk1p, Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog, MCK1, that arose from the whole genome duplication"
"5019","YOL129W",965.369559682297,-0.0894828419724445,0.148267932544256,-0.603521209454614,0.546162010326918,0.804730033654141,"VPS68","Vacuolar membrane protein of unknown function; involved in vacuolar protein sorting; also detected in the mitochondria"
"5020","YOL130W",2686.20768680199,0.0800299723421323,0.090561698242742,0.883706620956021,0.376854605275554,0.702032199200329,"ALR1","Plasma membrane Mg(2+) transporter; expression and turnover are regulated by Mg(2+) concentration; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; magnesium transport defect of the null mutant is functionally complemented by either of the human genes MAGT1 and TUSC3 that are not orthologous to ALR1"
"5021","YOL131W",17.6045320392736,-0.35210861624441,0.50186607729745,-0.701598757462382,0.482929426740808,NA,"","Putative protein of unknown function; YOL131W has a paralog, STB1, that arose from the whole genome duplication"
"5022","YOL132W",104.880768108083,-0.242381812731152,0.21086328101332,-1.14947378019714,0.250360672342019,0.604656861699015,"GAS4","1,3-beta-glucanosyltransferase; involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall"
"5023","YOL133W",362.650323944022,-0.062781470373419,0.118388466233651,-0.530300563650463,0.59590355595861,0.834094880490617,"HRT1","RING-H2 domain core subunit of multiple ubiquitin ligase complexes; subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p; subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions; subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair"
"5024","YOL135C",311.18234264062,-0.216828032683398,0.139492292005109,-1.55440870292286,0.120086958618952,0.464450201519846,"MED7","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation"
"5025","YOL136C",1858.99585679668,0.16055863373896,0.0998448443398451,1.60808136664985,0.107817359576597,0.443956708731912,"PFK27","6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A"
"5026","YOL137W",818.400233232723,0.119165511545443,0.107446193185415,1.10907150837632,0.267399334873527,0.617529955674775,"BSC6","Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression"
"5027","YOL138C",1271.66376176006,0.1002792421665,0.111139138797128,0.902285578706417,0.366905184326297,0.693875958968532,"RTC1","Subunit of SEACAT, a subcomplex of the SEA complex; Rtc1p, along with Mtc5p and Sea4p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1"
"5028","YOL139C",8073.12601536343,-0.141713021490465,0.103981728044552,-1.36286465089085,0.172925171128364,0.526428784264163,"CDC33","mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p); protein abundance increases in response to DNA replication stress; mutants are defective for adhesion and pseudohyphal growth; human homolog EIF4E can complement yeast cdc33 null mutant"
